reviewText,summary,unixReviewTime,helpful,unhelpful,rating,label
Totally enjoyed this book...well written and fast paced.....easy read.  Am looking forward to the next one......thought it was a good take on the traditional vampire story.,Good read,1397779200,1,1,4,1
"Whoa, baby! The prologue alone makes this book worth buying! (I read the Kindle version)I am a self-admitted sucker for vigilant justice, so meeting Brett Macklin makes my day. Big warning: MAJOR violence here, but an action read for those of us who enjoy rooting for the guy in the white hat...even if he has to break several hundred laws to get even. Jinx Schwartz",Judgment (The Jury Series),1325030400,1,1,5,1
"This is a quick read so I didn't get as much time to enjoy the characters as I would like and it felt a bit rushed, but overall very enjoyable",Short but enjoyable,1362787200,0,0,4,1
i was a little hesitant about this book. turns out this was a great book. i already ordered the next book. i love the characters and how this book keeps you guessing. would definitely recommend this book to others,excellent book,1403740800,1,1,5,1
"Take the world as we know it, overlook one or two laws of physics, then let a couple of creative characters loose and see what happens. I found what happened very entertaining.","A quick witted, creative pleasure.",1370908800,0,0,5,1
"An excellent read, extremely descriptive. You almost feel as though you are one of the characters. This is the first Novel that I have read by Jules Verne and will not hesitate to read further stories by him,no matter how far fetched they may have seemed when he first penned them.If you enjoy a bit of fantasizing I would have no problems in recommending that you purchase ,sit back and enjoy.",Mysterious Island,1338163200,0,0,5,1
"A great bargain for a Kindle and I think a Bible is a necessity on a Kindle.  With a little practice, it is easy to switch back and forth between verses.  I love the Amplified version. Much easier to tote to church than a paper or hardback Bible.  I love it.",A Necessity on any Kindle,1316476800,3,3,5,1
"Finally a guy that sounds normal and tells it like it is. Aches and pains of growing old, not having the perfect bod all make for a great read.",Finally,1393804800,0,0,4,1
"This is a fun and engaging story, and frankly I have enjoyed this book much more than I expected. Good action sequences and continuous plot twists. A great story for scifi fans.",Best 99 cents Ive spent on a book.,1327622400,1,1,5,1
I enjoyed reading this book. I liked the story and how it kept my attention from beginning to end. I will continue to check out this authors other books.,a book for mature adults that sizzles from beginning to end,1361664000,0,0,4,1
I loved this story - It's about two friends who shared a moment when they were young and it was the worst sexual experience the ever had. After 8 years they are back in the same town again and acting as if that never happened. Just old friends- she craves not know - he thinks hes not good enough because of his extreme sexual desires- Once all is on the table they realize that things now couldn't be any better.,friends make the best lovers,1273536000,0,0,5,1
Enjoyed this book very much. Great ending. Can't wait for the rest of the story. I hope he writes a sequel.,Good book,1402963200,0,0,5,1
"Having been a devoted fan of Lovecraft all my life (he's my all-time favorite writer), I HAD to buy this book for the Kindle I just received today. It has almost all of his stories ... for only 1.99! That's less than 200 pennies! So far I only read From Beyond, one of my favorite stories of his. I found a few small typos, but that's okay. Editors are not perfect! Every book on the market has a least a couple of errors in them. I'm still giving this 5 stars. It's H.P. Lovecraft! HIGHLY HIGHLY recommended if you're an H.P. fan!",Just bought it. Love it without having read it.,1296086400,4,4,5,1
I read a lot.  I always had at least 6 books in the trunk of my car when we would go out of town.  So getting a car charger was necessary for my Kindle.,Works great,1374451200,1,1,5,1
Very hot with a plot! Loved it reading the next one now! Makes u want to be abducted by aliens. Great read.,I'm surprised the pages didn't catch fire. So HOT!,1353456000,0,0,5,1
"Engaging characters, fun plot line, over all a very entertaining read.  Looking forward to the next story in the series as this one didn't disappoint!",What a fun start!,1358208000,0,0,4,1
This is quite a short book but the author has managed to pack in lots entertainment.  I really enjoyed this and will definitely buy the next in the series,lots of fun,1373846400,0,0,4,1
I love scary books and books that keep you on the edge of your seat. fast paced and Mind boggling.. Great read.,"Great read,  it short",1398470400,0,0,4,1
"This book is a pretty good read, I like the character Janis Stone and how she is not a stick figure like so many book and movie characters are. The book starts out with Janis trying on her wedding dress, which doesn't go so well because she is not quite small enough for the size she is trying to wear, but why she is even considering marrying this guy Gary only because he is her last chance is a little ridiculous. Yes she is thirty-nine but that doesn't mean she has to settle for someone so belittling. I love how a voice just suddenly appears over the speakers everywhere and the arrogant way Primus Taddus basically says they are needing wives so they are taking some just deal with it.Now the parts of the book that really didn't do it for me is how when Janis and the good doctor get together finally and she is trying to find out more about the aliens that have taken them she is just all over him. I'm sorry but if I had been taken by a bunch of aliens and being forced to marry one I would be asking so many questions they would probably take me back haha.The reason I gave this book 4 stars is because I love how Janis and Dr. Delos get together in the end after battling Primus Thaddus. Shhhhh...I love when the underdog gets the girl.",One Thousand Brides (Star Brides),1349481600,4,4,4,1
"This was a great love story. It shows that love has no age limit and can not be bound to money, up bringing, or other peoples beliefs on what defines love. This was good to the last page. I really hope to read move about this family in the future.",Good to the last page.,1306108800,0,0,5,1
"Loved this one it, I am reading the whole series, I've read""Rees"" and this one.....I am currently reading ""Rio"".  They are quite different from what I'm used to reading, but it is real fun and the men are out there HOT!  You will enjoy these boys..",Maia and Rylan,1361059200,0,0,5,1
Very good book and the author did a really good job with the characters.  I hope to see more from this author and this series.,Good Book,1396656000,0,0,5,1
One day I hope to read more kinsman novels...after Kate is done of course. I wait for the next book.,Love,1384473600,0,0,5,1
"This was a fairly interesting read.  It had old- style terminology.I was glad to get  to read a story that doesn't have coarse, crasslanguage.  I read for fun and relaxation......I like the free ebooksbecause I can check out a writer and decide if they are intriguing,innovative, and have enough of the command of Englishthat they can convey the story without crude language.",Oldie,1396569600,2,2,4,1
A good story with some lovely characters. I will definitely be adding wylie kinson to my list of future reads.,Short and sweet,1356912000,1,1,4,1
"This is a typical Jules Vern with all the advanced science beyond the times.A very good read, hard to put down sometimes.",Good Book,1396569600,0,0,5,1
"Yes, it's dark, depressing, and at times you want to cry for Two....but this is one of the most unique vampire stories I've ever read.  The tragic beginning does lead to better times for heroin addicted Two.  And if you enjoy Blood that Bonds, you'll REALLY enjoy the next in the Trilogy, Blood Hunt.  I'm now anxiously awaiting number 3!",Not another smarmy Love Story....,1321142400,0,0,5,1
"Ten years ago, a family was torn apart when a young wife and mother was murdered.  An investigation took place, but nobody was charged with the crime.  All these years, Dinah learned to put the past behind her.  But now Marc was back to get the answers of his wife's murder and clear himself because his thirteen year old son was asking questions.The action in this book was a bit snow for a suspense.  But the author shocked me.  I thought I knew who it was, but I didn't.The romance was non-existant until the very end.  I thought that was a bit unrealistic.The book was interesting enough though.",Don't kill her,1404259200,0,0,4,1
"I only gave it four star because of it gets a bit boring at one point but just be patient and read on. The book gets better. I don't know it has something to do with Josh collaborating with Laura B. Normally Josh Lanyon books are five stars for me. Not a single slow , boring moment. Over all it's a book well worth your money. I'm looking forward to second book.",If you stick it out for a bit it gets better!,1314662400,0,0,4,1
I really enjoyed this story.  It had a great pace and the characters are truly different from the usual.  The characters were sort of comical at times. Light and easy to read.,Good story,1404086400,0,0,5,1
"Delightful, refreshing reading -- nothing lurid, just relaxing reading. Written in a time different than today, but still fascinating in its simplicity.","Dr Thorndyke Mysteries Collection, Volume 1",1388793600,0,0,5,1
I like classic books I always have.  I am not quite through the series yet but I love them so far.  I know I am going to love the rest,Its the wizard of oz duh,1368921600,0,0,5,1
"I love the way these characters interact. The vulnerability, the flaws, the very real mistakes that all of us make. Give this one a chance you won't regret it!",amusing,1390089600,0,0,5,1
"Eden LaCroix was trying to save the community center she was committed to preserving when Billy Buchanan breezed into her office announcing he was the engineer brought in as the consultant on the project.  She couldn't believe her eyes because the last time she had seen him he had literally fled, leaving her with her prom dress around her ankles at the Motel 6, ten long years ago.  She hadn't missed the almost physical relationship they had, but the friend that she trusted and confided in.Billy had reached a crossroads in his life.  He was at the top of his game in his professional life, but nothing else in his life satisfied him.  When he was asked to consult on a project in his hometown, he jumped at it.  Eden had never been far from his thoughts, and now he was going home to claim the woman made for him.  He didn't expect this to be an easy journey for him because his treatment of her so many years ago had been nothing short of abysmal.  His behavior was only one barrier keeping them apart, and the other was that his decision on the community center would have such a huge impact on Eden's life.  Billy could very well be stripping her job out from under her if his recommendation is to condemn the current building housing the center.  With all the issues circling them, Eden tried to resist the pull she felt toward Billy, but it was inevitable that they succumb to the intense heat between them.Eden is a strong character that has not had an easy life, but the loss of Billy was one loss she never recovered from.  Billy realized his error in judgment early on, and was back to claim the woman that had held his heart since high school.  While Eden scrambled to keep her armor in place, Billy did everything he could think of to penetrate it.  Well-rounded characters, but the story is not up to the caliber I expect from this author, but still an enjoyable read.",Wicked Garden,1227312000,3,3,4,1
"In the interest of full disclosure: I won this book from Jordan's newsletter giveaway.This book is even better than the last two (a true feat given how much I loved the first two).  House hunting, a new partner, and a possible murder to solve, needless to say Vic doesn't have much of a chance to rest.  But with every twist and turn the story draws you further in.",Series just keeps getting better,1286928000,0,0,5,1
The plot was good.  The characters were goo and I totally enjoyed the book.  Loved the fact there were several books in the series.,Good book,1360886400,0,0,5,1
"very good book, had you guessing the whole way threw the book, and the ending was a big surprise. very good book.",PATTERSONS VIEW,1380412800,0,0,5,1
By far at the top for my favorite in this whole series and just want and wish for more and want it all for him,The best,1389398400,0,0,5,1
Very nice story. Lots of romance and love making. The storyline is very good with plenty of interest to keep you want to read more,Flirting in traffic,1361577600,0,0,4,1
"The characters and story are just top notch. Tuttle can really tell a story. His books make you want to read more, more!","Wonderful, wonderful series!!",1310342400,0,0,5,1
"very interesting,  a little slow reading but that is normal for that time period.  the plots line up well and easy to get caught up in the story",interesting,1361577600,0,0,5,1
This is my absolute favorite poly book.  Sometimes its raw and sometimes its tender. And to increase the pleasure there is a very good mystery built into the story. If you are a mmf fan...don't miss this one.,Superb!,1360972800,0,0,5,1
I guess the only problem I had was with the good doctor being able to dump his girlfriend so easily.  I did like the way the couple reconnected and overall the story was deeper than expected and good.,I liked this one,1351814400,0,0,4,1
When the book started I wasn't so sure that I wanted to read anything about the main character presented. But as the story progressed I found myself interested in him more and more.,Cute,1391472000,0,0,4,1
This is a must read! The first of the series I fell in love with the character's. Josh is a sweet bad boy and Alex comes off as strong but sweet. I love these wolves and the book was exciting from start to finish.I couldn't stop reading. must read,must read!,1316563200,0,0,5,1
"So I, like many other reviewers, must agree with EnvyNone, who really summed this book up so dang well, so well in fact that I almost didn't write this review. Alas, I feel like I owe the writer my individual feedback so here goes...Basically this is a very good story of unlikely love and attraction between a black suburban relationship writer, and a rather urban white rapper. The author did a good job with giving the reader a sense of who Rick and Carolyn were, where they came from, and why they were falling for each other. As characters, both Carolyn and Rick were well rounded, and though their conversations often made me feel like an intruder in a private conversation, I enjoyed their witty banter. Additionally, the story drew me in and kept me engaged simply because I wanted everything to work out for these two.On the other hand, the story was very long, had some rough patches where I was so confused about what was really going on and what the heck the characters were talking about, and there were some scenes that simply could have been left out. At times I really just wanted them to spit out what they wanted to say and make it plain. Enough dang metaphors and coded phrases, all of which seemed to hint at something that I clearly was not privy to. With that said, and again, what really saved this story, and allowed me to actually finish, was my interest in how this mess was going to work itself out...and I'm glad that it did, otherwise I would have been upset that I invested so much time reading and deciphering the story. I would read another story by this writer, and hope that some of the reviews she has received will help her workout some of the kinks.","Overall good story, with some rough patches",1323302400,1,1,4,1
"I knew going in this was not a ""normal"" read for me.  But since receiving my Kindle I have been trying many different genres and authors.  Most I never would have heard of without the community of Kindle users.  I found this story to be a great, light-hearted read.  I sometimes like bloody, gory books or ones that ""scare"" the pants off of you, but then I need a good book to ""clear"" those visions from my head.  This book gave me that and more.  I felt ""good"" after finishing.","Cute, sweet story",1300579200,2,2,4,1
I love the cover. She is plus size without being overblown. Hero is a charmer. I really liked him. I liked the heroine too. I even liked Buster.He got what he wanted. She got what she wanted. It was a fun read. I will read more of this author's work. Her sister doesn't have a permanent guy. That will probably be next.,"This was good, light BDSM.",1386979200,0,0,4,1
"This collection of stories was shockingly well written! The plots were well thought out, the characters had depth, and the stories were fast paced but not short! A few of the stories could give Anne Rice a run for her money. Not all....but a few!",Really good!,1393804800,0,0,4,1
"Empowering.... That is the word i think, for me, describes Fated by Lauren Dane! We get to feel and go through everything with Megan and Shane. The roller coaster of emotions and the fight for them to make it. Megan is a strong and fierce character and something all of us women should dominate in our own personal lives. It was captivating to see the main male character, Shane, to be the person to have the fears and anxiety of everything that was going on and surrounding him. But for this book, that was a refreshing change. I loved finding out about Shane's family history, which helped explain the reasons and fears he had. Me personally, i will be grateful for all the little snippets that Lauren Dane gave us for the other members of The Warden Clan in Fated. It has been a pleasure finding out what they are doing, where they are in their lives and how much they have changed an adapted. Once again, Fated is a 5 star book that i will recommend to anybody and everybody.",Simply.... WOW!,1352160000,0,0,5,1
I love these books by Maggie Shayne. She is awesome!!!!!!!!  The stories are a great read for anyone who loves romance.,Wings in the night,1393977600,1,1,5,1
"I enjoyed the book, it was hot sweet and interesting all at the same time.  Easy reading.  Glad I read it",Tequila truth,1352160000,0,0,5,1
I'm not a big fan of novellas but this one was good. Of course you want more but isn't that how it usually is with a good book? I definitely recommend this novella!,Short and sweet!,1357948800,0,0,5,1
"This isn't really a horror novella.  I wouldn't say it's suspense either.  As with many other Nicholson works it's hard to put it in any one category.Roby Snow is helping the Ridgehorn family through the loss of their recently lost patriarch Jacob.  Roby is a distant relation you see and that's what family does right?  Being such a distant relation to the deceased how can he be of much help though?  He can be thoughtful and help clean up the kitchen during the sitting...offer a shoulder to cry on...and....offer each and every one of the family pie....again and again..until they eat it...What's up with the pie?I'm not telling =)This is more a character study.  While Roby is the central character as it follows his plight to give aid to the deceased and his survivors, we're shown just how each and every one of the remaining family reacts and handles the recent loss of a husband and father.  Greed, shock, anger.  Each one of the family shows at least one of these emotions and many more.Of course it's not as simple as all that because there's an interesting Nicholson twist thrown in there ;)The story is short (it's just a novella after all) but it's completely worth reading.  Nicholson throws a lot of great ideas and character moments into a story no matter how long or short it may be.","""who will make YOUR pie?""",1319673600,0,0,5,1
I really loved this book.  It was a great easy read.  Good love story with a twist.  Highly recommend it to any romance reader.,Loved it,1344816000,0,0,5,1
I am hooked so if you are hooked on the Westmoreland family like I am. You will come out better buying the collection when you can and not individual books.,The Westmorelands 6-10,1394236800,0,0,5,1
This is my first book by Sargent and after not being able to put it down I can't wait to read his next...truly outstanding!,Sargent delivers,1352764800,1,1,5,1
"Plasmids from outer space invade a small Missouri town. They come in on a meteor which explodes over an abandoned farm and begin to infect feral cats The really creepy scenes with the cats are interspersed with scenes of normal people leading normal lives and this helps ratchet the suspense higher. Soon the Army is involved, but the military chooses to avoid alarming the locals, which leads to further complications.The story is told from multiple points of view. Some of the characters are likable and some despicable, but all are about to be in deep trouble as the plasmids multiply and prepare for takeover of the people of Earth. And those cats! Warning: the scenes with the cats are not for the squeamish.The writing and descriptions were well-done and there was plenty of conflict. Though some of the characters expressed insights that helped to give them depth, I didn't feel a real connection with them. This may have been because there were so many characters involved. Still, I would like to have had a better feel for the main characters, particularly Gordon.Action scenes were long and drawn out, which slowed the pace more than I would have liked. The final part of the book where the battle was over and the surviving characters recuperated was also a bit too drawn out for my tastes.Overall, though, a suspenseful book with a lot of action and conflict. Well worth reading.",Alien Invasion,1263859200,3,3,4,1
"This is an oldie but a goodie.  I have read it before, but it was worth another read and good value.  I highly encourage you to try it!",Jules Verne Classic,1395878400,0,0,5,1
"This was a very enjoyable book.  Beautifully written, good plot and characters.  The author has a very nice style of writing and really brings you into the story.",A lovely story,1376784000,1,1,4,1
"Ms. Darnell's wonderful book is such a breath of fresh air.  The characters are eccentric and unique, and seeing the world through Peregrin ""Perry"" Aliger's eyes is not like looking through rose-colored glasses...it's like strapping two telescopes to your eyes and viewing the galaxy.  Through her creative descriptions, Ms. Darnell paints vivid pictures that you carry with you long after putting the book down.  She makes you look at your neighbors differently and she revitalizes the way you regard relationships.I thoroughly recommend this book, and absolutely can't wait till Ms. Darnell's next one comes out!!",Everyone WISHES they had neighbors like these!!,1265155200,6,6,5,1
"It came to me what these books are. They are an echo of earlier pulp science fiction. Either a John Carter, Warlord of Mars or something that Edmond Hamilton would write or something else you can decide for yourself. Basically a series that is short on any technical aspects but long on action. A swashbuckler, who saves the day and wins the exotic lady fair. I do not say this is a bad thing in fact it can be down right entertaining.  That is basically what this series is just plain entertaining, form what I have read so far.It will never be in the league of a Asimov, Clarke or even a Weber written book but does it have to be? Just read it and decide for yourself. My only real complaint is that these are short books. One can read through them fast.",Echo,1350345600,0,0,4,1
It is perfect for the smaller Kindle. I have a silicone gel cover on my Kindle and it still fits nicely in the case. The zipper is good quality and works well. The case protects my Kindle while I am not using it. I routinely carry it around with me because I read when I'm not busy with something else.,Great Case,1273536000,0,0,5,1
"I really loved this book, once I started reading it, I could not put it down.  It was a really great story.",I loved this book,1356739200,0,0,5,1
What a great book. I enjoyed it and was captivated by it the whole time I was reading. This author does a great job in this series. I highly recommend this to anyone.,Excellent,1362873600,0,0,5,1
"I really loved this story.  I reminded me of when I read Dracula for the first time drawing me into the world of Victorian England sprinkled with things that go bump in the night.  The characters Jason Dark and Siu Lin were instantly real without cumbersome, unnecessary description.  From the first few lines the story starts off with a bang and keeps moving along at a brisk pace without being predictable.  The violent scenes are written well using suspense and action to tell the story rather than resorting to bloody, gory descriptions.  I definitely will be reading more of the series to find out what dark creatures they run into next.",Dark and Enticing Little Horror Story,1338508800,0,0,5,1
"I really enjoyed the book. It is sometimes hard to find any decent stories on Celtic Hitory,myths,or any decent fantasy. We need more writers like this and some awesome fantasy would be really great as well.",Celtic myths and stories,1346889600,0,0,4,1
"A loving, funny, sad, ""hood"" romance. I wish there was more of it. I hope there is a part 2 to pick up where this book left off. Good read.",G.d.t.,1401235200,0,0,5,1
"This is the prequel to the Soul Screamers series  It's just an eBook novella and you certainly don't have to read it to start the series.This book introduces the main characters of Kaylee (the main character), her best friend Emma, Kaylee's cousin Sophie, and Kaylee's Aunt Val and Uncle Brendon and mentions Kaylee's classmate, Nash.It's a quick read, but it introduces you to Kaylee's unique problem, which is that she sometimes has uncontrollable screaming fits.  You'll find out why in the next book.It was a freebie on Kindle, so I snagged it and became intrigued by Vincent's writing.  I have seen this series compared to Twilight but that's just mean.  This is so much better!  Plus, I think it's a lot more like The Hollows series by Kim Harrison, which I highly recommend as well.",Well-done prequel to a great series.,1289692800,0,0,4,1
Another great read . . . good til the last page!  I have enjoyed each book in this series and will be excited to see what Charlie has been up to when the new book comes out.,Obsessions Can Be Murder,1271462400,1,1,5,1
"I loved how Trick tried with all his might not to want or care for Grace, but couldn't help it in the end. In fact, the only thing I didn't like was the way Grace allowed Trick to treat her. It was as though she had no self esteem. It's explained in the end, but I like strong-willed and sassy heroines usually. She didn't ever gripe or whine about it though, so that made up for it.Grace puts everyone ahead of herself. If you are ready for an emotional read, this is the book for you!",I loved the twists and turns of this book.,1344297600,0,0,4,1
The story had some great concepts and magic. Steamy moments too. I'll have to find book two now and see what happens next.,interesting world building,1325808000,1,1,4,1
It had me hooked. I loved the way I couldn't tear my eyes away and I couldn't predict what was going to happen.,Intersting,1382486400,0,0,5,1
"This was a well told, interesting Kindle short. It reminded me of an odd dream where everything seems real but nothing is really as it should be. There is no good way to explain the story without giving too much away (although there really is no beginning, middle, or ending, it just 'is'. )It is easy to read into where the tale is going but then, it doesn't. But that is what makes it good. It is not contrived or common.A quick and quirky tale that left me wanting to read more of Mr. Hill's work.",Like an Odd Dream with a little Horror,1323734400,18,18,4,1
"The world building in this was very good, I'm intrigued and looking forward to reading more in this series. The leads were solid, nice HEA and the lose threads were just enough to get me interested in reading more, but not to much that I felt the author held back.",I like it :),1394323200,0,0,4,1
"This was one very good book.  It will draw you in, then it won't let you go until the problems have been resolved.  I will read more by Kevin O'Kane.  His is a refreshing style that draws you to the characters and pulls you into the situation.Many kindle books have extremely poor editing.  Besides misspellings and incorrect usage, this one has many compound words written separately as two.  The pictures on the 'milk cartoons' was the last straw; 'milk cartoons' was referred to several times.  Spellcheck is not an editor.  Though I've become much more lenient over the years, constantly rereading a sentence to decipher it is sometimes intolerable.  This detracts from the flow of the unfolding events.  It is sad to ruin what otherwise is a great read.",Want to give it 5 stars - but...,1358380800,3,3,4,1
"This is my first Rachel Vincent to read, well technically listen to since I grabbed the free Audible audiobook. I was pleased with it. I didn't know if it was really the book for me. I do read in the genre, but was still hesitant.It's a great prequel in my opinion. It had just enough to keep me going along and ended with me wondering what'll happen next. I see myself grabbing book 1 in the future.",Review: My Soul To Lose by Rachel Vincent,1357776000,0,0,4,1
My husband read this book and says it is the best book he has read for a long time.  The dying former president wrote it to leave some inheritance for his wife and family.  He did a great job.,Best Read of the Month,1381104000,0,0,5,1
The author had a great story line. Brought each character to life and had quite an interesting ending. Didn't see the ending coming. Will recommend book to friends and family.,The Mysterious Island,1402790400,0,0,5,1
"A short yet compelling look at mankind when he is living against all adds. The introduction of animal spirits adds to the pleasure of the read .  An interesting love story with profound,subtle implications. A good read.",Brave New world,1388275200,0,0,5,1
"With all the others books available, this one just doesn't hold up.  A good read, yes, but not a rivetting one.",Good but not great.,1378166400,0,0,4,1
Love this book. I read the series out of order but I think this might be the hottest. I loved both Sarah and Gabe. I love a strong Dom. I also love that Sarah's abilities are superior to Gabe's but she submits to her man willingly. (That is until he pisses her off)I love the humor and the jealous squabbles.Chloe pissed me off a few times but it was all cool.Love the stories recommend the entire series. It feels like a real community and family. (Full of nuts.),Love Halle and the whole crew !,1294185600,0,0,5,1
Definitely for adults. The story is set in the future but attitudes toward women are Victorian. Liked the strong characters.,Hot stuff,1371772800,0,0,4,1
"Wow, this book was totally not what I expected it to be. It was a absolutely amazing. This story takes an unexpected turn and keeps you wanting to turn the pages. Yes, there were parts that were slow but I feel were very necessary for the reader to get the full scope of the story. It didn't make me want to stop or skip pages, I just had to keep reading. Just when you think to story is going to end something happens to throw it all off and you just have to find out where it goes. Excellent read and well worth the time!!!!",Total not what I expected!!,1368144000,0,0,5,1
I loved this book--great characters and lots of suspense. The surprising ending was fantastic. I will definitely read more books by this author.,surprising ending,1381190400,0,0,5,1
The main protagonist of this novel runs a high powered protection agency with celebrity and political clients.  Unknown to these he is also a paranoid schizophrenic controlled on drugs.  When these are withdrawn he degenerates into total schizophrenia and becomes programmed to attack those he is engaged to protect.  His personal relationships also understandably start to disintegrate also as he decompensates. Is this just his schizophrenia or a plot to assasinate.  The story grips throughout and is well worth the read.  Could have had a little better editing but the pace of the tale gets over these minor problems.  Great for a debut novel and look forward to the author's further offerings.,Interesting view into the mind of a paranoid schizophrenic,1293235200,1,1,4,1
"He says never and then he falls in love with the Mom and baby...Predictable story, but a fun book to read.",He was one of those guys who says never....,1402012800,0,0,4,1
"Regardless of grammar errors or misuse of commas I love this series.  I am on the 5th one right now and find it just as interesting as the first.  I am looking forward to the 6th and 7th one as well.  I love the action, would have given it 5 stars but as some have pointed out I was not thrilled how woman were portrayed until they were trained.  Another problem I had was with the dialogue when explaining how things were built.  I love strong female characters in books I read and there are a few in this series but it seems they all endured heinous crimes at one time or another.  Lina was great when first introduced but then she suffered from bad things happening to her.  Namid is strong now but she had to suffer as well.  I love the interaction between Jim, Pete, Tim, Pol, Bill, Lieutenant Wilcox and a few others.  I love how they are surviving to the best of their abilities when there is no government in place due to disasters happening world wide..I love how each book has a different element that they must face and defeat..I just find it so fascinating because truth be told you have to wonder would it really be like that if it were to truly happen...Overall its a fascinating series that I have thoroughly enjoyed reading..but that is just my opinion.  :)",Interesting Concept,1315526400,1,1,4,1
"I remember reading this book a few years ago and the story of Katie and Cutter has always remained with me, as one of the saddest yet sweet books. The writing of this story is very good, it is erotica though with a solid love story thrown in. There isn't much romance between the two but it has never failed to make me feel happy at the end when the two finally tear down the barriers and fall in love. A good story, one I recommend if you like to read erotica with emotion.",One of the best short erotica books.,1375056000,0,0,4,1
