reviewText,summary,unixReviewTime,helpful,unhelpful,rating,label
"Loving everything about these Angels. These reality laced with the surreal.Only thing is I can't get enough of it and her sequels are taking so long to come out.The plots are fabulously interwoven. Better still, she's a kiwi!!!","Love, love, love Nalini's work",1364083200,0,0,5,1
I have to say that I have read all of Bianca D Arc s books they are written so well these books are always good.,Good book,1381881600,0,0,4,1
this book was very enjoyable to read and I would read other books by the same author. I recommend it to anyone.,emergency:wife lost and found,1358467200,0,0,4,1
"This was a good read.  I really enjoyed it.It was well written.  The world is described with  enough detail to really come alive for me but not too much to ever get boring. It was fast paced and there was plenty of action yet at the same time there was a lot of character development where you got to know everyone, especially Marc and Blake.You feel Marc and Blake's love and protectiveness for each other but also frustration, annoyance, disappointment, betrayal, rejection and much more.  They and their emotions feel very real. Marc is more mature and responsible than Blake (and is his Sire) but he has made mistakes in the past which have damaged their relationship. Blake has a lot of insecurities when it comes to Marc. He has  trouble taking anything seriously and has a lot of growing up to do. Even though they are powerful vampires they have some human flaws which make them real.There are plenty of other characters in the story too, most human. Both Marc and Blake fall for Rose as she is not just a pretty face but gains their respect for being such a good fighter. She is a strong independent individual and one of the leaders in her squad. This is new for Blake and it causes him to care for  a human for the first time. This slowly changes him and makes him see things differently. He becomes a better person for it. For Rose the attraction is mutual and she has trouble coming to terms with being attracted to both of them. You're definitely left with the idea that Rose could be what Blake and Marc need to help bring them together and keep them together healing old wounds and bringing excitement and hope for their future.Even though it is clear the story will continue it ends at a good point so the story still feels complete in its own right. I would definitely recommend this story.",Great story,1379203200,0,0,4,1
"This book is like opening a package and finding a wonderful surprise inside.It is a beautiful tale of two people who overcome grief and adversity to find love at the end of the road.What a wonderfully written story of strength, understanding and compassion.  Truly a book that you will want to read any time of the year, but especially poignant as we go into the holidays.Donna Callea has written a modern ""Gift of the Magi""","Warm, Loving, Delightful Story",1288915200,3,3,5,1
"Ellis is known jokingly as ""The Room Whisperer"" in the design industry. She just senses what the room wants to be. Now she has been invited to enter a design competition that could lead Ellis to a hefty contract.  Despite a few, minor, set backs things go well, until someone is caught sabotaging the other designers.Simon has never been this annoyed or this turned on by any woman in his life. He doesn't quite get Ellis' techniques but he knows she is good. Now if Simon could only keep his mind off her bottom and on his construction company's bottom line.Destiny By Design is a truly awesome book. I was worried that interior design is so visual that it wouldn't work in print, but I was wrong.  Ellis is just the right amount of quirky and Simon is the perfect man for her.  When the couple finally pair up you are rooting for them.VickiReviewed for Joyfully Reviewed",Destiny By Design,1264118400,8,8,5,1
"I enjoyed the story and thought it was interesting enough to finish in one sitting.  The female was hard, because she had to be and the male was sensitive enough to take care of her.  I liked the action and fight scenes and was able to follow it. Now I don't think they would have lost control on those razor-sharp rocks, simple because they were in lust for one another--getting some would have been the last thing on my mind.",Held my attention,1278633600,0,0,5,1
"Catherine Cullen-Wellesley is spending another lonely night without the men in her life.  Except they didn't just miss any night out, they missed their anniversary.  She couldn't take it anymore.  On what should be the happiest night of her life, her life was falling apart.  Catherine was going to have a baby, and now wasn't sure that she would have anyone to fill the father role.  She had planned a vacation for all of them, and now Rhys and Logan wouldn't even be there.  Everything was more important than she was.  She didn't even rank anymore.  So sure it was over, Catherine decided to go on the vacation to Jamaica alone to figure out what her next step was now that she was on her own.Rhys and Logan were panicked when they arrived home to find Catherine gone.  She had been gone for days, and they hadn't even known.  Figuring she went on vacation without them, they headed for Jamaica to get their woman back.  When they arrived, they couldn't believe how distant and withdrawn she was.  Rhys and Logan knew how abominably they had treated her not just recently, but for years.  That sad fact had become abundantly clear, and there was no one to blame except themselves.  Catherine had always been there loving them, and they were no longer sure she would stay with them.  Rhys and Logan had a lot of hurt to make up for, and would stop at nothing to convince Catherine she would always come first.MB has done it again!  This time the story is told from a different angle.  It doesn't start at the beginning of the relationship, but instead after they have been married, and the problems they are experiencing.  Phenomenal story with a lot of heart.  Well written, and very strong characters keep you involved from the beginning.",Stay With Me,1212624000,48,48,5,1
"I do agree that I would like to have spent more time with these characters. I was very bummed when it just ended, and i do agree it could have used more depth. But I really loved these characters. For what they were, in the length given, they popped. Book reads very much like a brilliant fantasy. Like all her stories so far, the story has a sweet quality to it, but very hot. I thoroughly enjoyed it for what it was and look forward to more from this author.",Another great story,1300320000,0,0,4,1
Just enough of a read to make a lady have a hot flash but not too lenghty to read right before going to bed.,A quick hot flash,1367193600,0,0,5,1
"Life on the Old Plantation in Ante-Bellum Days is well written and well researched.  It is an accurate historical account, and I recommend it.",Great read,1387584000,1,1,5,1
"Adrian is such a damn goofball, ""but my mate is inside."" He ran his hand over her bottom. ""Hmm, a thong? I love thongs."" He sighed happily."" Like Max and Simon he's a possessive one when it comes to his woman, ""mine,"" he growled, spilling inside her, his teeth clamping down on his mark once more."" Although I liked this book I have to say I liked Max and Simon's more.",Adrian,1383436800,0,0,4,1
I almost didn't get this book because of the cover but since it was double 'LL  I did.  As always the author came through.  Good book and characters.  The plot was interesting,Irish luck,1371513600,0,0,5,1
"Read. I enjoyed this book from the very first page. Its full of excitement, action and adventure. And of course plenty of hot steamy scenes. Kudos to Kate on this book.",Very Good,1352592000,0,0,5,1
Things every woman secretly dreams would happen. I would recommend for a quiet evening at home so you can go to bed with dreamy thoughts,fantasy thoughts of love but sweet for us to read and dream!  :),1393027200,0,0,5,1
"Rising Tides is a beautiful and heart wrenching love story that is worth every bit of 5 stars.  As will all of Maria Hooley's novels, the story captivates you and is impossible to put down.  For Kelly and Tyler love can conquer all.  Keep the tissues nearby - they'll be needed.",A new favorite,1265414400,1,1,5,1
"At first, I didn't know what to expect from this book.  I thought it would be your typical survivor story but I was so wrong.  This is a book that had me sad one minute and cheering the next.  I'm not going to lie, at times it was hard to read--this is a very heavy subject. There were some very intense scenes that shocked me, especially because they really happened.  It's so hard to imagine living a life like this.  I wish it is was a work fiction and that this wasn't a real part of our history.",Hard to believe that this is a true story,1398902400,1,1,5,1
"I bought it to reread Time Machine, War of the Worlds and a few other uncertainly remembered novels, some read and others seen as movies.  Few typos.",Good value,1378339200,0,0,4,1
The ER is fulling up with different patients from the snow. One ER doctor has a feeling that the wrost is yet to come when a forgotten patient is brought in. The patient he not only knows but was married to the women. During her hospital stay they fall back in love with each other and has asecond chance with their true love once again.,twice at a change for true loe,1355011200,0,0,5,1
Wasn't sure what I was getting into here but it was free!  Interesting main character and fun writing.  I liked the mix of humor and bit of mystery.,Fun read,1367798400,0,0,4,1
I loved the story.  I am looking forward to the second book.  I hope it will be available soonI like that Amazon books are affordable and that I have so many to choose from. Thank you Amazon for the greatselection!  GINA,Believe in Magic,1350777600,0,0,5,1
"Irish author and poet James Lawless was born in Dublin, read Irish and Spanish at the University College Dublin, followed by honors studies in Communications and Cultural Studies at Dublin City University. He has been both a secondary schools teacher and a guest lecturer as well as volunteering for social concerns organizations. His highly successful career has been molded by not only his gifts as a poet, a writer of short stories, and a novelist (he is widely published) but also by his concerns with humanitarian issues and political histories. He currently has homes in both County Kildare and West Cork.FOR LOVE OF ANNA, Lawless' second novel is a story of love, ideology and corruption. The author wisely introduces his own summary of the novel, guiding the reader to the important themes: ""There are three main strands running through this novel. Firstly, it may be read as a poignant love story - Anna is a ballerina with whom the main protagonist, the university student, Guido van Thool, falls in love. But Anna is also an acronym for Anarchists of the New Age, which brings us to the second dimension of the novel as an ideological story positing ideas in the mind of the philosophy student Guido, in the wake of the collapse of Russian communism and the dilution of oppositional politics, on what alternatives there are to the all-devouring monolith of corporate capitalism. Anna wants to steer him away from this sort of 'dangerous' thinking, but his friend, the anarchist Philippe, keeps goading him. Paralleling the lives of the lovers is that of a corrupt judge, Jeremiah Delahyde (the third strand) who literally crashes into the world of Guido and Anna on a fatal New Years night."" Anna's death at the hands of the drunken Delahyde in an auto `accident' sets into action a line of revenge by Guido - a move that ties the three threads of the novel together tightly. Love, passion, philosophy, the arts, devotion, anti-globalization marches all play major roles here. It is an engrossing novel that marries a passionate love against examples of what power does to people, how a single turn of events can create a chain reaction of incredible proportions and leads even the most nave of people to act in unimaginable ways.Lawless writing is mesmerizing. Once he establishes each of his characters he has seared them on our minds, and all the complexities of the interaction of human love, the exigencies that corruption consumes power, and the even greater issues of morality become increasingly focused until the novel's brilliant end. Highly recommended. Grady Harp, February 14",A searing story from an increasingly impressive Irish writer,1391299200,1,1,5,1
"The Belkin Neoprene cover is a slip cover that looks a lot more expensive than it costs. It is durable, roughed, and slim to fit the Kindle DX. It's great to stuff into luggage or to carry in a briefcase or computer case in travel and light enough to be carried with the DX by itself.",Excellent cover for the price,1302652800,0,0,5,1
This was the first piece I read by Jon Merz that was not part of the Lawson series. It was an excellent choice and will appear on my list of favorite novels read in 2011.So far it is my favorite novel by Jon.,One of my faves read in 2011,1324598400,0,0,5,1
"Coming of age is a difficult time, no matter what our age.  We are all seeking that moment that defines us, explains us.  Did we miss it?  Or are we still searching?",Rite of Passage,1364688000,0,0,4,1
I gave this book 4stars because the ending actualy suprised me and that does not hapen often. This is a great book if you want a emotional read. Have a box of tissue ready because the ending will make you cry because even though you no its coming you dont realy no the impact its going to have on the story or you. So b warned if you dont want to cry dont read this book.,not your classic tear jearker suprise twist will make them fall.,1396396800,0,0,4,1
This was a great story and the characters were easy to like. As for the hero...wish he were real! I am hoping for more stories like this from the author.,Loved this story.,1384473600,0,0,5,1
"I expect more from a book from the publisher, Ellora's Cave.  I would not call this a book, as it only has 66 pages.  It is not a novel, but a novella.  I enjoyed it.  Gargoyle is a good strong hero choice.  I liked the main characters.  I would have liked more adventure.  It seemed like it was going there but then the 'chase' was over.  I would have liked more from the 'bad guy'.  A flashback, or extended backstory, of how the curse was laid on Cray would have helped immensely.",nice premise,1338595200,3,3,4,1
This book is definitely more focused on the romantic loving relationship of the characters. This book has action and adventure but it is not the focal point. I recommend this.,Winter's kiss,1396483200,0,0,5,1
"I still can't believe the low price for this story...do not assume that the low price equates to low quality...far from it!  Though set in a post-apocalyptic world that has seen civilization reduced to simple survival, it is not dismal.  There is much hope, especially expressed by those who must learn to persevere and endure, finding a way to reconnect with humanity again.  The romantic tension is intriguing and exciting between the central characters, but what moves the story forward are the questions that naturally arise:  What would those who survived after a global collapse do?  How do they begin to rebuild?  Can humanity endure?  And yes, even the cheesy, can love overcome all obstacles?  Ultimately, these ideas are what resonate most and make this story a keeper.  Try it.  You won't regret it.",What a deal for so much more...,1326153600,0,0,5,1
The rock is her father's head!The hard place is her werewolf lover!I'd take the lover any day!A rollicking love story with lots of quirky twists.A light but fun story!,Caught between Rock and the HARD PLACE!,1302393600,1,1,5,1
"This is the coolest detective ever-next to granny one.  The story line isn't all that creative but you will find yourself rooting for the ""hero"" just because.",hilarious,1367971200,0,0,5,1
"Love this author and look forward to anything else she writes. Wish I like the wolf series, but just not into that.",good,1363046400,0,0,5,1
"I read What a Catch before this one and loved it, so I figured I'd give Pitcher Perfect a try because I loved Allie and Alex's friendship in What a Catch. They totally understand each other and I love reading the dialogue between the two of them.I loved this book, but I have to say I enjoyed What a Catch more. I love the relationship that Allie and Alex share better in it and I think Scott is her soul mate. I also felt it was like the author was trying to hurry up and end the book. I found the end sort of happened pretty sudden. I would have enjoyed a little more to the ending, it feels like I didn't get the closure that I did in What a Catch.",Very enjoyable but felt kinda cheated,1319932800,0,0,5,1
I lost so much sleep reading these stories. I just could not put down the kindle. I had to keep reading. Thank you for a wonderful adventure.,Wow,1394841600,1,1,5,1
"J.C. Wilder has presented us with an intense book which grabbed my attention at the first and never let go. This contemporary romance had a sensuality score that shot through the roof. This definitely is not for the timid reader. For the adventurous reader, however, this is the book to read.Wilder's characters were vibrant, likeable people which kept me turning the pages. The myriad of supporting players in this book meshed together to create an above-average saga. The storyline pivoted around the long-time love story between two people who couldn't quite forget the other. Nine years left a time gap, but one Wilder was able to capture in her unique way.I highly recommend this book to anyone who enjoys reading a sizzling romance with lots of twists and turns on the way to its happily-ever-after. You will not be disappointed. _ Brenda Talley",5 Hearts from TRS!,1280448000,1,1,5,1
"High school teacher Kelly Finch is furious when Mr. Hallstrom, the principal, tells her that her class will be used to search out active gang members in the school. She is partnered with Lieutenant Jared ""Mac"" McNally whose arrogant and cynical attitude just rubs her the wrong way. If only he didn't attract her so much she could concentrate on what needed to be done and actually get the assignment done.Mac immediately rises to the challenge when Kelly protests against using her class for his operation. She sees him as a judgmental person who is out to trap her students before they've had a chance to escape their terrible home lives. Their tempers rise as they both refuse to back down, but so does their passion. When they disagree on a certain student, Kelly lets her pride influence a decision that could put her in grave danger.Covert Lessons by Mari Carr was an interesting read. The storyline was fast-paced and easy to relate to. Mac and Kelly's tempers soon give way to a push and pull passion they try to put off in order to keep up professional ethics. When they spend time together, learning the backgrounds on Kelly's students, a deep friendship and bond is formed. The sexual chemistry between the two characters eventually explodes and it is scorching! I loved the flow of the story and the ending was thrilling. I could not put it down. Ms. Carr did a fantastic job.GiannaReviewed for Joyfully Reviewed",Covert Lessons,1269561600,1,1,5,1
"I am partial to post-apostoliptic (spelling?)books, movies whatever and in this respect this book was no disapointment.  As a relative unknown author, I admire his courage and stick-to-i-tiveness in this first book of the series.  I nearly quit reading about a third of the way through, but desided to give this guy the benefit of the doubt and finished.  By golly he's doing really well.  He could use a second set of eyes to help him edit typos and such, but aside from that I was glad I didn't give up on the author.  I have read the whole series and enjoyed it.  Fare thee well Mr. Sides; fare thee well.  rsmquilts  R. Sharon McGovern",Looking Forward,1283385600,4,4,4,1
As Quinn McKay find himself in the verge of loosing his wife for his stubbornness he is forced to reevaluate his life and his relationship. But it is Libby herself who lets him know that a woman has needs other than a good house and a steady income.When Quinn and Libby go back to basics it is here where they remember why they decided to get married and spend the rest of their lives together. Because they are explosive together and each have what the other needs.I like how in this story we get shown that no matter how long you know a person there is always something new to explore even if it's something old...,"Same HOTness, New resolve",1352160000,0,0,5,1
Part 5 of 6 !!! This book while having the Lennox Touch!! Was very unique because of the character Alana hurt by the illusion of love damaged by infidelity and hiding by pain-mets someone who sees beyond the ice queen reserve and wont take no for an answer. Gus shows enormous patience which is more important than his shoulder width! Underneath the fairy tale of this story is a very important lesson it is hard to mend a broken heart but trust can work miracles,Gus and Alana,1403568000,0,0,5,1
